3527154,1
3808775,0
3265480,1
3244400,0
2564710,0
3574659,1
3007743,0
3510566,1
3656980,0
3164107,0
2985751,0
3513458,1
2637625,0
2607331,1
2588676,1
3515053,1
3549485,0
3478060,0
3381310,0
3790240,0
2507091,0
2851206,0
2593646,1
2593402,0
3469548,0
3301550,0
2958613,0
2523699,0
3009969,0
3640688,1
3137317,0
2608561,0
3513005,0
1264793,1
3607005,0
2588696,0
3527986,1
3572456,0
3581181,1
3383427,1
3296667,0
2223310,1
3566874,0
3590321,0
2685464,0
3629079,1
3515159,1
3297107,1
3640754,0
2590857,1
3511551,1
2346742,0
2985143,0
2691091,0
3511193,1
3186147,1
3580982,0
3586647,0
3528445,1
3527630,1
3371019,0
1108100,0
3513527,0
3509675,0
3677192,0
2661840,0
3572995,1
2590395,1
3573685,0
3574433,0
2588340,0
2592921,0
3261518,1
3381638,0
1042067,0
2909030,0
3106771,0
1108125,1
3573836,1
2879697,0
3566776,1
3574283,1
3302246,1
3574939,1
3290289,1
2589579,1
2682758,0
3515317,0
3528864,0
1104239,0
3555534,0
2587861,1
3532112,1
2930503,0
3515174,0
3798533,0
3715881,0
2586845,0
3379492,1
2585598,0
3627110,0
3530144,0
3381397,1
2728549,0
3690825,0
1656444,0
3600521,0
2868710,1
3339152,0
3383497,1
3827267,0
3509987,1
3286040,0
2594645,1
2579143,0
2585020,0
833023,0
999774,0
2007858,0
3574022,1
2584039,1
2005995,1
2593153,1
2602435,1
3486350,1
3274230,0
2595328,0
3261437,1
2185181,0
3847183,0
2589172,0
3627203,1
2207205,0
3682129,0
2633770,0
3025654,0
3585883,0
3513861,0
2309952,0
2031295,0
2944763,0
3564340,0
3591007,0
2682958,1
695447,0
3006788,0
3623360,1
3555768,0
3826963,1
3458873,0
3572163,1
3549123,0
3285843,0
3891217,1
3881365,1
2589690,1
2590512,1
3535726,1
2860587,0
2550755,1
3493137,0
2608383,0
2334638,0
3332327,1
2835960,0
3390467,0
2528110,1
3571443,1
3457689,0
3611229,0
3680442,1
1461556,0
3573388,0
2584344,0
2591103,1
3939126,0
1525505,0
3373371,0
3274446,0
2460498,1
3009782,1
2418601,0
2601038,0
3530719,1
3380511,1
2968749,0
2600061,1
2584947,0
3380113,1
3527263,1
2985971,1
3282539,0
3444314,0
3530436,1
2608972,1
2523765,1
3860137,0
2594860,1
3579629,0
2591677,0
3224966,0
2586465,0
2660830,0
3881257,1
3530273,0
2703110,0
3528345,1
3266768,0
3130759,0
2984987,1
2693363,1
2594085,0
2586089,1
2602638,1
3530512,1
3583737,0
3528844,0
3574188,0
3533548,1
3383443,1
3713073,0
2985588,1
3277377,0
3571468,0
2009748,1
2005929,1
3294974,0
3293650,1
2847756,0
3274782,0
3612293,0
2007370,0
2369589,0
3260618,0
2042251,0
3434294,0
995708,0
3528854,1
3607648,1
3261944,1
3549168,1
2643997,0
2694366,1
3070342,0
3572114,0
2587438,0
3891861,0
2385805,0
2961053,0
3551687,0
3513676,1
2418977,0
3509831,1
3458637,1
3224331,0
2588548,0
2572003,1
3639724,1
2536567,0
3514847,1
3580858,0
3526352,1
2582804,0
3530213,1
2386425,0
3513948,0
3372137,1
3712703,0
3294636,0
1010968,0
1943589,0
2136281,1
2602592,0
3529247,0
1733333,0
3458172,1
2522821,0
3512603,1
2602153,0
3273890,0
3137139,0
3458835,0
3380887,0
3527164,1
2601188,1
3575015,1
3431981,0
2600338,0
2702552,1
3938941,1
3535624,1
2603277,0
2606280,0
2507740,1
3533089,1
2610107,1
3515086,1
3283846,0
3529462,1
3572149,1
812898,0
2593213,1
3942726,0
3395787,0
2965926,0
3427235,0
3290108,1
3529379,1
3572438,0
3529276,0
3141994,0
728674,0
3233804,0
3006854,0
2592950,1
3510038,0
3916118,1
3752680,0
2423962,0
3573770,1
3261523,1
2860314,0
2694638,0
3953717,0
3572710,1
2694175,0
2536257,0
3279094,0
2604100,1
