index,label
0,http://purl.org/collections/nl/am/AHMTextsAuthor
1,http://purl.org/collections/nl/am/AHMTextsAuthorLref
2,http://purl.org/collections/nl/am/AHMTextsDate
3,http://purl.org/collections/nl/am/AHMTextsPubl
4,http://purl.org/collections/nl/am/AHMTextsReference
5,http://purl.org/collections/nl/am/AHMTextsTekst
6,http://purl.org/collections/nl/am/AHMTextsType
7,http://purl.org/collections/nl/am/acquisitionDate
8,http://purl.org/collections/nl/am/acquisitionMethod
9,http://purl.org/collections/nl/am/ahmteksten
10,http://purl.org/collections/nl/am/alternativeNumber
11,http://purl.org/collections/nl/am/alternativeNumberDate
12,http://purl.org/collections/nl/am/alternativeNumberInstitution
13,http://purl.org/collections/nl/am/alternativeNumberType
14,http://purl.org/collections/nl/am/alternativenumber
15,http://purl.org/collections/nl/am/associationPerson
16,http://purl.org/collections/nl/am/associationSubject
17,http://purl.org/collections/nl/am/biography
18,http://purl.org/collections/nl/am/birthDateEnd
19,http://purl.org/collections/nl/am/birthDatePrecision
20,http://purl.org/collections/nl/am/birthDateStart
21,http://purl.org/collections/nl/am/birthNotes
22,http://purl.org/collections/nl/am/birthPlace
23,http://purl.org/collections/nl/am/collection
24,http://purl.org/collections/nl/am/contentMotifGeneral
25,http://purl.org/collections/nl/am/contentPersonName
26,http://purl.org/collections/nl/am/contentSubject
27,http://purl.org/collections/nl/am/creator
28,http://purl.org/collections/nl/am/creatorQualifier
29,http://purl.org/collections/nl/am/creatorRole
30,http://purl.org/collections/nl/am/creditLine
31,http://purl.org/collections/nl/am/currentLocation
32,http://purl.org/collections/nl/am/currentLocationDateEnd
33,http://purl.org/collections/nl/am/currentLocationDateStart
34,http://purl.org/collections/nl/am/currentLocationFitness
35,http://purl.org/collections/nl/am/currentLocationLref
36,http://purl.org/collections/nl/am/currentLocationNotes
37,http://purl.org/collections/nl/am/currentLocationType
38,http://purl.org/collections/nl/am/deathDateEnd
39,http://purl.org/collections/nl/am/deathDatePrecision
40,http://purl.org/collections/nl/am/deathDateStart
41,http://purl.org/collections/nl/am/deathNotes
42,http://purl.org/collections/nl/am/deathPlace
43,http://purl.org/collections/nl/am/dimension
44,http://purl.org/collections/nl/am/dimensionNotes
45,http://purl.org/collections/nl/am/dimensionPart
46,http://purl.org/collections/nl/am/dimensionPrecision
47,http://purl.org/collections/nl/am/dimensionType
48,http://purl.org/collections/nl/am/dimensionUnit
49,http://purl.org/collections/nl/am/dimensionValue
50,http://purl.org/collections/nl/am/documentation
51,http://purl.org/collections/nl/am/documentationAuthor
52,http://purl.org/collections/nl/am/documentationNotes
53,http://purl.org/collections/nl/am/documentationPageReference
54,http://purl.org/collections/nl/am/documentationShelfmark
55,http://purl.org/collections/nl/am/documentationSortyear
56,http://purl.org/collections/nl/am/documentationTitle
57,http://purl.org/collections/nl/am/documentationTitleArticle
58,http://purl.org/collections/nl/am/documentationTitleLref
59,http://purl.org/collections/nl/am/equivalentName
60,http://purl.org/collections/nl/am/exhibition
61,http://purl.org/collections/nl/am/exhibitionCatalogueNumber
62,http://purl.org/collections/nl/am/exhibitionCode
63,http://purl.org/collections/nl/am/exhibitionDateEnd
64,http://purl.org/collections/nl/am/exhibitionDateStart
65,http://purl.org/collections/nl/am/exhibitionLref
66,http://purl.org/collections/nl/am/exhibitionNotes
67,http://purl.org/collections/nl/am/exhibitionObjectLocation
68,http://purl.org/collections/nl/am/exhibitionOrganiser
69,http://purl.org/collections/nl/am/exhibitionTitle
70,http://purl.org/collections/nl/am/exhibitionVenue
71,http://purl.org/collections/nl/am/lang
72,http://purl.org/collections/nl/am/locat
73,http://purl.org/collections/nl/am/maker
74,http://purl.org/collections/nl/am/name
75,http://purl.org/collections/nl/am/nationality
76,http://purl.org/collections/nl/am/objectName
77,http://purl.org/collections/nl/am/objectNumber
78,http://purl.org/collections/nl/am/occupation
79,http://purl.org/collections/nl/am/ownershipHistoryFreeText
80,http://purl.org/collections/nl/am/partOfReference
81,http://purl.org/collections/nl/am/partsReference
82,http://purl.org/collections/nl/am/partsTitle
83,http://purl.org/collections/nl/am/priref
84,http://purl.org/collections/nl/am/productionDateEnd
85,http://purl.org/collections/nl/am/productionDateStart
86,http://purl.org/collections/nl/am/productionPeriod
87,http://purl.org/collections/nl/am/productionPlace
88,http://purl.org/collections/nl/am/relatedObjectAssociation
89,http://purl.org/collections/nl/am/relatedObjectNotes
90,http://purl.org/collections/nl/am/relatedObjectReference
91,http://purl.org/collections/nl/am/relatedObjectTitle
92,http://purl.org/collections/nl/am/reproduction
93,http://purl.org/collections/nl/am/reproductionCreator
94,http://purl.org/collections/nl/am/reproductionDate
95,http://purl.org/collections/nl/am/reproductionFormat
96,http://purl.org/collections/nl/am/reproductionIdentifierURL
97,http://purl.org/collections/nl/am/reproductionNotes
98,http://purl.org/collections/nl/am/reproductionReference
99,http://purl.org/collections/nl/am/reproductionReferenceLref
100,http://purl.org/collections/nl/am/reproductionType
101,http://purl.org/collections/nl/am/scopeNote
102,http://purl.org/collections/nl/am/selected
103,http://purl.org/collections/nl/am/source
104,http://purl.org/collections/nl/am/technique
105,http://purl.org/collections/nl/am/termType
106,http://purl.org/collections/nl/am/title
107,http://purl.org/collections/nl/am/use
108,http://purl.org/collections/nl/am/usedFor
109,http://purl.org/collections/nl/am/value
110,http://purl.org/collections/nl/am/wasPresentAt
111,http://purl.org/dc/terms/title
112,http://rdfs.org/ns/void#dataDump
113,http://rdfs.org/ns/void#subset
114,http://www.europeana.eu/schemas/edm/aggregatedCHO
115,http://www.europeana.eu/schemas/edm/landingPage
116,http://www.europeana.eu/schemas/edm/object
117,http://www.openarchives.org/ore/terms/aggregates
118,http://www.openarchives.org/ore/terms/proxyFor
119,http://www.openarchives.org/ore/terms/proxyIn
120,http://www.swi-prolog.org/rdf/library/source
121,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
122,http://www.w3.org/1999/02/22-rdf-syntax-ns#value
123,http://www.w3.org/2000/01/rdf-schema#label
124,http://www.w3.org/2000/01/rdf-schema#subClassOf
125,http://www.w3.org/2000/01/rdf-schema#subPropertyOf
126,http://www.w3.org/2004/02/skos/core#altLabel
127,http://www.w3.org/2004/02/skos/core#broader
128,http://www.w3.org/2004/02/skos/core#exactMatch
129,http://www.w3.org/2004/02/skos/core#inScheme
130,http://www.w3.org/2004/02/skos/core#narrower
131,http://www.w3.org/2004/02/skos/core#prefLabel
132,http://www.w3.org/2004/02/skos/core#related
