index,label
0,http://purl.org/collections/nl/am/exhibitionLref
1,http://purl.org/collections/nl/am/objectNumber
2,http://purl.org/collections/nl/am/exhibitionDateEnd
3,http://purl.org/collections/nl/am/relatedObjectAssociation
4,http://purl.org/collections/nl/am/exhibitionTitle
5,http://purl.org/collections/nl/am/acquisitionMethod
6,http://purl.org/collections/nl/am/reproduction
7,http://purl.org/collections/nl/am/biography
8,http://purl.org/collections/nl/am/alternativeNumberDate
9,http://purl.org/collections/nl/am/reproductionCreator
10,http://www.w3.org/2000/01/rdf-schema#subClassOf
11,http://www.swi-prolog.org/rdf/library/source
12,http://purl.org/collections/nl/am/maker
13,http://purl.org/collections/nl/am/lang
14,http://purl.org/collections/nl/am/deathNotes
15,http://purl.org/collections/nl/am/currentLocation
16,http://purl.org/collections/nl/am/exhibition
17,http://purl.org/collections/nl/am/birthPlace
18,http://purl.org/collections/nl/am/birthDatePrecision
19,http://purl.org/collections/nl/am/associationSubject
20,http://purl.org/collections/nl/am/birthDateStart
21,http://purl.org/collections/nl/am/reproductionReference
22,http://www.w3.org/2004/02/skos/core#altLabel
23,http://purl.org/collections/nl/am/exhibitionCode
24,http://www.w3.org/1999/02/22-rdf-syntax-ns#value
25,http://purl.org/collections/nl/am/documentationSortyear
26,http://purl.org/collections/nl/am/exhibitionNotes
27,http://purl.org/collections/nl/am/dimension
28,http://purl.org/collections/nl/am/dimensionPrecision
29,http://purl.org/collections/nl/am/exhibitionCatalogueNumber
30,http://purl.org/collections/nl/am/currentLocationLref
31,http://purl.org/collections/nl/am/name
32,http://purl.org/collections/nl/am/birthDateEnd
33,http://purl.org/collections/nl/am/contentSubject
34,http://purl.org/collections/nl/am/use
35,http://purl.org/collections/nl/am/contentMotifGeneral
36,http://purl.org/collections/nl/am/exhibitionObjectLocation
37,http://www.w3.org/2004/02/skos/core#related
38,http://www.europeana.eu/schemas/edm/object
39,http://purl.org/collections/nl/am/deathPlace
40,http://purl.org/collections/nl/am/wasPresentAt
41,http://purl.org/collections/nl/am/objectName
42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
43,http://purl.org/collections/nl/am/dimensionValue
44,http://purl.org/collections/nl/am/acquisitionDate
45,http://purl.org/collections/nl/am/reproductionIdentifierURL
46,http://purl.org/collections/nl/am/AHMTextsPubl
47,http://purl.org/collections/nl/am/partsReference
48,http://purl.org/collections/nl/am/currentLocationDateEnd
49,http://purl.org/collections/nl/am/source
50,http://purl.org/dc/terms/title
51,http://purl.org/collections/nl/am/AHMTextsAuthorLref
52,http://purl.org/collections/nl/am/dimensionPart
53,http://purl.org/collections/nl/am/reproductionNotes
54,http://purl.org/collections/nl/am/currentLocationNotes
55,http://purl.org/collections/nl/am/collection
56,http://purl.org/collections/nl/am/title
57,http://purl.org/collections/nl/am/deathDateStart
58,http://purl.org/collections/nl/am/alternativeNumber
59,http://purl.org/collections/nl/am/dimensionUnit
60,http://www.openarchives.org/ore/terms/aggregates
61,http://purl.org/collections/nl/am/reproductionType
62,http://purl.org/collections/nl/am/deathDatePrecision
63,http://purl.org/collections/nl/am/locat
64,http://purl.org/collections/nl/am/documentation
65,http://purl.org/collections/nl/am/selected
66,http://purl.org/collections/nl/am/priref
67,http://purl.org/collections/nl/am/contentPersonName
68,http://www.w3.org/2000/01/rdf-schema#subPropertyOf
69,http://purl.org/collections/nl/am/exhibitionVenue
70,http://purl.org/collections/nl/am/currentLocationType
71,http://purl.org/collections/nl/am/AHMTextsDate
72,http://purl.org/collections/nl/am/equivalentName
73,http://purl.org/collections/nl/am/partOfReference
74,http://www.w3.org/2004/02/skos/core#broader
75,http://purl.org/collections/nl/am/reproductionDate
76,http://www.w3.org/2004/02/skos/core#exactMatch
77,http://www.europeana.eu/schemas/edm/landingPage
78,http://purl.org/collections/nl/am/creator
79,http://purl.org/collections/nl/am/documentationNotes
80,http://purl.org/collections/nl/am/usedFor
81,http://purl.org/collections/nl/am/nationality
82,http://purl.org/collections/nl/am/relatedObjectTitle
83,http://purl.org/collections/nl/am/documentationPageReference
84,http://purl.org/collections/nl/am/creatorQualifier
85,http://www.openarchives.org/ore/terms/proxyFor
86,http://www.w3.org/2000/01/rdf-schema#label
87,http://purl.org/collections/nl/am/scopeNote
88,http://purl.org/collections/nl/am/objectCategory
89,http://purl.org/collections/nl/am/termType
90,http://purl.org/collections/nl/am/reproductionReferenceLref
91,http://www.europeana.eu/schemas/edm/aggregatedCHO
92,http://purl.org/collections/nl/am/relatedObjectNotes
93,http://purl.org/collections/nl/am/reproductionFormat
94,http://purl.org/collections/nl/am/birthNotes
95,http://www.w3.org/2004/02/skos/core#narrower
96,http://purl.org/collections/nl/am/documentationTitleArticle
97,http://www.w3.org/2004/02/skos/core#inScheme
98,http://purl.org/collections/nl/am/material
99,http://purl.org/collections/nl/am/creditLine
100,http://purl.org/collections/nl/am/AHMTextsReference
101,http://purl.org/collections/nl/am/associationPerson
